tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,Titles,pos,neg,neu,compound
tt4574334,tvSeries,Stranger Things,Stranger Things,0,2016,2022,51,"Drama,Fantasy,Horror",8.7,1239196,stranger thing,0.0,0.0,1.0,0.0
tt2178812,tvEpisode,The Climb,The Climb,0,2013,\N,53,"Action,Adventure,Drama",8.7,30040,climb,0.0,0.0,1.0,0.0
tt0252597,movie,Kibar Feyzo,Kibar Feyzo,0,1978,\N,83,"Comedy,Drama",8.7,16746,kibar feyzo,0.0,0.0,1.0,0.0
tt0090509,tvSeries,The Return of Sherlock Holmes,The Return of Sherlock Holmes,0,1986,1988,60,"Crime,Drama,Mystery",8.7,12677,return sherlock holmes,0.0,0.0,1.0,0.0
tt7690732,tvEpisode,Jabbar (Safi's Forgetfulness),Jabbar (Safi's Forgetfulness),0,2008,\N,29,"Animation,Drama,History",8.7,7883,jabbar safi forgetfulness,0.0,0.0,1.0,0.0
tt2303687,tvSeries,Line of Duty,Line of Duty,0,2012,2021,60,"Crime,Drama,Mystery",8.7,63524,line duty,0.0,0.0,1.0,0.0
tt4236770,tvSeries,Yellowstone,Yellowstone,0,2018,2023,60,"Drama,Western",8.7,175407,yellowstone,0.0,0.0,1.0,0.0
tt0075537,tvSeries,Mind Your Language,Mind Your Language,0,1977,1986,30,Comedy,8.7,9077,mind language,0.0,0.0,1.0,0.0
tt9103932,tvMiniSeries,Greatest Events of WWII in Colour,Greatest Events of WWII in Colour,0,2019,2019,50,"Documentary,History,War",8.7,9538,greatest event wwii colour,0.583,0.0,0.417,0.6369
tt6298000,videoGame,The Last of Us: Part II,The Last of Us: Part II,0,2020,\N,\N,"Action,Adventure,Drama",8.7,37548,last u part ii,0.0,0.0,1.0,0.0
tt0412142,tvSeries,House,House M.D.,0,2004,2012,44,"Drama,Mystery",8.7,477900,house,0.0,0.0,1.0,0.0
tt0286486,tvSeries,The Shield,The Shield,0,2002,2008,47,"Crime,Drama,Thriller",8.7,83185,shield,0.0,0.0,1.0,0.0
tt10161316,tvEpisode,We Interrupt This Program,We Interrupt This Program,0,2021,\N,32,"Action,Comedy,Drama",8.7,24714,interrupt program,0.0,0.706,0.294,-0.34
tt1628033,tvSeries,Top Gear,Top Gear,0,2002,\N,60,"Adventure,Comedy,Sport",8.7,121864,top gear,0.643,0.0,0.357,0.2023
tt12772892,tvEpisode,No Other Way,No Other Way,0,2022,\N,44,"Drama,Horror,Thriller",8.7,7860,way,0.0,0.0,1.0,0.0
tt10011152,tvEpisode,The Mother of Exiles,The Mother of Exiles,0,2020,\N,60,"Drama,Mystery,Sci-Fi",8.7,10089,mother exile,0.0,0.0,1.0,0.0
tt2521158,tvEpisode,Clear,Clear,0,2013,\N,43,"Drama,Horror,Thriller",8.7,13141,clear,1.0,0.0,0.0,0.3818
tt0248654,tvSeries,Six Feet Under,Six Feet Under,0,2001,2005,60,"Comedy,Drama",8.7,138614,six foot,0.0,0.0,1.0,0.0
tt10638036,tvSeries,Heartstopper,Heartstopper,0,2022,\N,30,"Drama,Romance",8.7,58759,heartstopper,0.0,0.0,1.0,0.0
tt13991232,tvMiniSeries,1883,1883,0,2021,2022,60,"Drama,Western",8.7,92397,,0.0,0.0,0.0,0.0
tt5712554,tvSeries,The Grand Tour,The Grand Tour,0,2016,\N,60,"Comedy,Sport,Talk-Show",8.7,78199,grand tour,0.75,0.0,0.25,0.4588
tt0384766,tvSeries,Rome,Rome,0,2005,2007,52,"Action,Drama,Romance",8.7,176315,rome,0.0,0.0,1.0,0.0
tt1621830,movie,Monpura,Monpura,0,2009,\N,136,"Crime,Drama,Musical",8.7,8340,monpura,0.0,0.0,1.0,0.0
tt0086661,tvSeries,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,0,1984,1985,60,"Crime,Drama,Mystery",8.7,23035,adventure sherlock holmes,0.535,0.0,0.465,0.3182
tt0277723,videoGame,Grand Theft Auto III,Grand Theft Auto III,0,2001,\N,\N,"Action,Crime,Drama",8.7,16305,grand theft auto iii,0.5,0.0,0.5,0.4588
tt0092455,tvSeries,Star Trek: The Next Generation,Star Trek: The Next Generation,0,1987,1994,44,"Action,Adventure,Sci-Fi",8.7,126953,star trek next generation,0.0,0.0,1.0,0.0
tt8772148,tvEpisode,50% Off,50% Off,0,2020,\N,46,"Crime,Drama",8.7,11827,,0.0,0.0,0.0,0.0
tt5788792,tvSeries,The Marvelous Mrs. Maisel,The Marvelous Mrs. Maisel,0,2017,2023,57,"Comedy,Drama",8.7,122699,marvelous mrs. maisel,0.661,0.0,0.339,0.5994
tt0111958,tvSeries,Father Ted,Father Ted,0,1995,1998,25,Comedy,8.7,41810,father ted,0.0,0.0,1.0,0.0
tt4061074,tvEpisode,World on Fire,World on Fire,0,2015,\N,56,"Action,Crime,Drama",8.7,10426,world fire,0.0,0.706,0.294,-0.34
tt13111040,tvMiniSeries,The Offer,The Offer,0,2022,2022,586,"Biography,Drama",8.7,32156,offer,0.0,0.0,1.0,0.0
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi",8.7,1952567,matrix,0.0,0.0,1.0,0.0
tt1577256,tvEpisode,The Eleventh Hour,The Eleventh Hour,0,2010,\N,65,"Adventure,Drama,Sci-Fi",8.7,8708,eleventh hour,0.0,0.0,1.0,0.0
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,The Empire Strikes Back,0,1980,\N,124,"Action,Adventure,Fantasy",8.7,1317660,star war episode v empire strike back,0.0,0.574,0.426,-0.6597
tt8100956,tvEpisode,The Self-Preservation Society,The Self-Preservation Society,0,2019,\N,56,"Action,Comedy,Crime",8.7,12221,self-preservation society,0.0,0.0,1.0,0.0
tt0773262,tvSeries,Dexter,Dexter,0,2006,2013,53,"Crime,Drama,Mystery",8.7,737609,dexter,0.0,0.0,1.0,0.0
tt3333838,tvEpisode,Rixty Minutes,Rixty Minutes,0,2014,\N,23,"Adventure,Animation,Comedy",8.7,14583,rixty minute,0.0,0.0,1.0,0.0
tt1815240,tvEpisode,Unaired Pilot,Unaired Pilot,0,2010,\N,55,"Crime,Drama,Mystery",8.7,11720,unaired pilot,0.0,0.0,1.0,0.0
tt0367279,tvSeries,Arrested Development,Arrested Development,0,2003,2019,22,Comedy,8.7,312135,arrested development,0.0,0.756,0.244,-0.4767
tt9140342,tvMiniSeries,It's a Sin,It's a Sin,0,2021,2021,239,"Comedy,Drama,History",8.7,33720,sin,0.0,1.0,0.0,-0.5574
tt5753856,tvSeries,Dark,Dark,0,2017,2020,60,"Crime,Drama,Mystery",8.7,407329,dark,0.0,0.0,1.0,0.0
tt8254348,tvSeries,ImMATURE,ImMATURE,0,2019,\N,25,"Comedy,Drama,Romance",8.7,9331,immature,0.0,0.0,1.0,0.0
tt8100950,tvEpisode,The Female of the Species,The Female of the Species,0,2019,\N,56,"Action,Comedy,Crime",8.7,13214,female specie,0.0,0.0,1.0,0.0
tt2972426,tvEpisode,Breaker of Chains,Breaker of Chains,0,2014,\N,57,"Action,Adventure,Drama",8.7,31665,breaker chain,0.0,0.0,1.0,0.0
tt8176054,movie,Pariyerum Perumal,Pariyerum Perumal,0,2018,\N,154,Drama,8.7,16744,pariyerum perumal,0.0,0.0,1.0,0.0
tt0118421,tvSeries,Oz,Oz,0,1997,2003,55,"Crime,Drama,Thriller",8.7,102120,oz,0.0,0.0,1.0,0.0
tt0758745,tvSeries,Friday Night Lights,Friday Night Lights,0,2006,2011,44,"Drama,Sport",8.7,68846,friday night light,0.0,0.0,1.0,0.0
tt0090015,movie,Shoah,Shoah,0,1985,\N,566,"Documentary,History,War",8.7,9881,shoah,0.0,0.0,1.0,0.0
tt0455960,movie,The Hitcher,The Hitcher,0,2007,\N,84,"Crime,Thriller",5.6,44228,hitcher,0.0,0.0,1.0,0.0
tt6722030,movie,The Intruder,The Intruder,0,2019,\N,102,"Horror,Thriller",5.6,18804,intruder,0.0,0.0,1.0,0.0
tt2132285,movie,The Bling Ring,The Bling Ring,0,2013,\N,90,"Biography,Crime,Drama",5.6,89538,bling ring,0.0,0.0,1.0,0.0
tt1535467,movie,Patiala House,Patiala House,0,2011,\N,140,"Drama,Sport",5.6,9314,patiala house,0.0,0.0,1.0,0.0
tt0146336,movie,Urban Legend,Urban Legend,0,1998,\N,99,"Horror,Mystery,Thriller",5.6,68715,urban legend,0.0,0.0,1.0,0.0
tt0095742,movie,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,0,1988,\N,93,Horror,5.6,58368,nightmare elm street dream master,0.333,0.0,0.667,0.25
tt4456982,movie,No Deposit,No Deposit,0,2015,\N,80,Drama,5.6,8528,deposit,0.0,0.0,1.0,0.0
tt1545660,movie,Knights of Badassdom,Knights of Badassdom,0,2013,\N,86,"Action,Adventure,Comedy",5.6,21068,knight badassdom,0.0,0.0,1.0,0.0
tt2094766,movie,Assassin's Creed,Assassin's Creed,0,2016,\N,115,"Action,Adventure,Sci-Fi",5.6,202816,assassin creed,0.0,0.0,1.0,0.0
tt0087015,movie,C.H.U.D.,C.H.U.D.,0,1984,\N,88,"Horror,Sci-Fi",5.6,13232,c.h.u.d,0.0,0.0,1.0,0.0
tt7958736,movie,Ma,Ma,0,2019,\N,99,"Horror,Mystery,Thriller",5.6,55560,,0.0,0.0,0.0,0.0
tt3401882,movie,Fist Fight,Fist Fight,0,2017,\N,91,Comedy,5.6,44038,fist fight,0.0,0.722,0.278,-0.3818
tt0245674,movie,Thir13en Ghosts,Thir13en Ghosts,0,2001,\N,91,"Fantasy,Horror",5.6,89825,thiren ghost,0.0,0.697,0.303,-0.3182
tt0185371,movie,House on Haunted Hill,House on Haunted Hill,0,1999,\N,93,"Horror,Mystery,Thriller",5.6,58357,house haunted hill,0.0,0.608,0.392,-0.4767
tt0377713,movie,Cube Zero,Cube Zero,0,2004,\N,97,"Drama,Mystery,Sci-Fi",5.6,41405,cube zero,0.0,0.0,1.0,0.0
tt1311060,movie,A.C.O.D.,A.C.O.D.,0,2013,\N,88,Comedy,5.6,13652,a.c.o.d,0.0,0.0,1.0,0.0
tt0803057,movie,The Promotion,The Promotion,0,2008,\N,86,Comedy,5.6,19204,promotion,0.0,0.0,1.0,0.0
tt0362478,movie,The Box,The Box,0,2009,\N,115,"Drama,Mystery,Thriller",5.6,93425,box,0.0,0.0,1.0,0.0
tt1598822,movie,New Year's Eve,New Year's Eve,0,2011,\N,118,"Comedy,Romance",5.6,87918,new year eve,0.0,0.0,1.0,0.0
tt0118643,video,The Prophecy II,The Prophecy II,0,1998,\N,87,"Fantasy,Horror,Thriller",5.6,7843,prophecy ii,0.0,0.0,1.0,0.0
tt0452592,movie,Borderland,Borderland,0,2007,\N,105,"Crime,Horror,Thriller",5.6,10358,borderland,0.0,0.0,1.0,0.0
tt10060094,movie,The Knight Before Christmas,The Knight Before Christmas,0,2019,\N,92,"Adventure,Comedy,Drama",5.6,19185,knight christmas,0.0,0.0,1.0,0.0
tt2702920,movie,The Secret Garden,The Secret Garden,0,2020,\N,99,"Drama,Family,Fantasy",5.6,9372,secret garden,0.0,0.0,1.0,0.0
tt0227538,movie,Spy Kids,Spy Kids,0,2001,\N,88,"Action,Adventure,Comedy",5.6,121467,spy kid,0.0,0.0,1.0,0.0
tt12580982,tvSeries,National Treasure: Edge of History,National Treasure: Edge of History,0,2022,2023,50,"Action,Adventure,Mystery",5.6,11232,national treasure edge history,0.423,0.0,0.577,0.296
tt15255288,movie,Murder Mystery 2,Murder Mystery 2,0,2023,\N,90,"Action,Comedy,Crime",5.6,48782,murder mystery,0.0,0.825,0.175,-0.6908
tt0091778,movie,Poltergeist II: The Other Side,Poltergeist II: The Other Side,0,1986,\N,91,Horror,5.6,28402,poltergeist ii side,0.0,0.0,1.0,0.0
tt1562859,movie,Golmaal 3,Golmaal 3,0,2010,\N,155,"Action,Comedy,Drama",5.6,8995,golmaal,0.0,0.0,1.0,0.0
tt0174480,movie,Autumn in New York,Autumn in New York,0,2000,\N,103,"Drama,Romance",5.6,27334,autumn new york,0.0,0.0,1.0,0.0
tt0098309,movie,She-Devil,She-Devil,0,1989,\N,99,Comedy,5.6,18062,she-devil,0.0,0.0,1.0,0.0
tt7451284,movie,Batman Ninja,Batman Ninja,0,2018,\N,85,"Action,Animation,Sci-Fi",5.6,21230,batman ninja,0.0,0.0,1.0,0.0
tt2978102,movie,Term Life,Term Life,0,2016,\N,93,"Action,Crime,Drama",5.6,8404,term life,0.0,0.0,1.0,0.0
tt0106701,movie,Dennis the Menace,Dennis the Menace,0,1993,\N,94,"Comedy,Family",5.6,62875,dennis menace,0.0,0.762,0.238,-0.4939
tt1928340,movie,After the Dark,After the Dark,0,2013,\N,107,"Drama,Fantasy,Sci-Fi",5.6,22913,dark,0.0,0.0,1.0,0.0
tt0838232,movie,The Pink Panther 2,The Pink Panther 2,0,2009,\N,92,"Action,Adventure,Comedy",5.6,46575,pink panther,0.0,0.0,1.0,0.0
tt0113492,movie,Judge Dredd,Judge Dredd,0,1995,\N,96,"Action,Crime,Sci-Fi",5.6,121040,judge dredd,0.0,0.0,1.0,0.0
tt1195935,tvSeries,The Cleveland Show,The Cleveland Show,0,2009,2013,22,"Adventure,Animation,Comedy",5.6,42171,cleveland show,0.0,0.0,1.0,0.0
tt0090837,movie,Chopping Mall,Chopping Mall,0,1986,\N,77,"Comedy,Horror,Sci-Fi",5.6,15856,chopping mall,0.0,0.0,1.0,0.0
tt5616294,movie,Spinning Man,Spinning Man,0,2018,\N,100,"Drama,Mystery,Thriller",5.6,12056,spinning man,0.0,0.0,1.0,0.0
tt0303816,movie,Cabin Fever,Cabin Fever,0,2002,\N,93,Horror,5.6,80594,cabin fever,0.0,0.0,1.0,0.0
tt1817081,movie,A Case of You,A Case of You,0,2013,\N,89,"Comedy,Romance",5.6,12142,case,0.0,0.0,1.0,0.0
tt0380066,movie,The Woods,The Woods,0,2006,\N,91,"Horror,Mystery,Thriller",5.6,11784,wood,0.0,0.0,1.0,0.0
tt12823454,movie,Your Place or Mine,Your Place or Mine,0,2023,\N,109,"Comedy,Romance",5.6,31690,place mine,0.0,0.0,1.0,0.0
tt1366344,movie,The Sitter,The Sitter,0,2011,\N,81,Comedy,5.6,71626,sitter,0.0,0.0,1.0,0.0
tt7979142,movie,The Night Clerk,The Night Clerk,0,2020,\N,90,"Crime,Drama,Mystery",5.6,17065,night clerk,0.0,0.0,1.0,0.0
tt2581244,movie,Life After Beth,Life After Beth,0,2014,\N,89,"Comedy,Fantasy,Horror",5.6,22633,life beth,0.0,0.0,1.0,0.0
tt6521876,movie,Jay and Silent Bob Reboot,Jay and Silent Bob Reboot,0,2019,\N,105,"Action,Adventure,Comedy",5.6,27062,jay silent bob reboot,0.0,0.0,1.0,0.0
tt5096470,movie,Love Wedding Repeat,Love Wedding Repeat,0,2020,\N,100,"Comedy,Romance",5.6,21343,love wedding repeat,0.677,0.0,0.323,0.6369
tt1640711,movie,A Few Best Men,A Few Best Men,0,2011,\N,97,"Comedy,Romance",5.6,13346,best men,0.808,0.0,0.192,0.6369
tt5952138,movie,We Have Always Lived in the Castle,We Have Always Lived in the Castle,0,2018,\N,95,"Drama,Horror,Mystery",5.6,8530,always lived castle,0.0,0.0,1.0,0.0
tt14659496,tvEpisode,Kin,Kin,0,2023,\N,59,"Action,Adventure,Drama",8.8,53941,kin,0.0,0.0,1.0,0.0
tt8250824,tvEpisode,Evolution,Evolution,0,2018,\N,44,"Drama,Horror,Thriller",8.8,10144,evolution,0.0,0.0,1.0,0.0
tt4625048,tvEpisode,Bang,Bang,0,2016,\N,48,"Action,Crime,Drama",8.8,10200,bang,0.0,0.0,1.0,0.0
tt2955788,tvEpisode,"Whereabouts of His Left Arm: The Struggle for Trost, Part 5","Whereabouts of His Left Arm: The Struggle for Trost, Part 5",0,2013,\N,24,"Action,Adventure,Animation",8.8,14294,whereabouts left arm struggle trost part,0.0,0.315,0.685,-0.3182
tt0309654,videoGame,Halo: Combat Evolved,Halo: Combat Evolved,0,2001,\N,\N,"Action,Adventure,Sci-Fi",8.8,11603,halo combat evolved,0.0,0.545,0.455,-0.34
tt0109830,movie,Forrest Gump,Forrest Gump,0,1994,\N,142,"Drama,Romance",8.8,2130000,forrest gump,0.0,0.0,1.0,0.0
tt7313308,tvEpisode,Wahrheiten,Wahrheiten,0,2017,\N,45,"Crime,Drama,Mystery",8.8,12734,wahrheiten,0.0,0.0,1.0,0.0
tt4593126,tvEpisode,"Chapter Three: Holly, Jolly","Chapter Three: Holly, Jolly",0,2016,\N,51,"Drama,Fantasy,Horror",8.8,22736,chapter three holly jolly,0.524,0.0,0.476,0.5106
tt0074006,tvMiniSeries,"I, Claudius","I, Claudius",0,1976,1976,669,"Biography,Drama,History",8.8,18194,claudius,0.0,0.0,1.0,0.0
tt8924990,video,Star Wars: Episode V - The Empire Strikes Back: Deleted Scenes,Star Wars: Episode V - The Empire Strikes Back: Deleted Scenes,0,2011,\N,12,"Action,Drama,Sci-Fi",8.8,22676,star war episode v empire strike back deleted scene,0.0,0.474,0.526,-0.6597
tt6111552,tvSeries,Content Cop,Content Cop,0,2015,\N,20,"Comedy,Crime,Talk-Show",8.8,12647,content cop,0.0,0.0,1.0,0.0
tt10698464,tvEpisode,Black Day,Black Day,0,2022,\N,58,"Crime,Drama",8.8,10883,black day,0.0,0.0,1.0,0.0
tt10233448,tvSeries,Vinland Saga,Vinland Saga,0,2019,\N,24,"Action,Adventure,Animation",8.8,48990,vinland saga,0.0,0.0,1.0,0.0
tt13106190,tvEpisode,What If... Doctor Strange Lost His Heart Instead of His Hands?,What If... Doctor Strange Lost His Heart Instead of His Hands?,0,2021,\N,35,"Action,Adventure,Animation",8.8,19333,doctor strange lost heart instead hand,0.311,0.398,0.291,0.0258
tt2301461,tvEpisode,Fifty-One,Fifty-One,0,2012,\N,48,"Crime,Drama,Thriller",8.8,25254,fifty-one,0.0,0.0,1.0,0.0
tt1775926,tvEpisode,Past Transgressions,Past Transgressions,0,2011,\N,51,"Action,Adventure,Biography",8.8,11255,past transgression,0.0,0.0,1.0,0.0
tt1247467,tvEpisode,Replacements,Replacements,0,2001,\N,57,"Drama,History,War",8.8,7857,replacement,0.0,0.0,1.0,0.0
tt3104224,tvEpisode,"Forest of Giant Trees: The 57th Expedition Beyond the Walls, Part 2","Forest of Giant Trees: The 57th Expedition Beyond the Walls, Part 2",0,2013,\N,24,"Action,Adventure,Animation",8.8,13504,forest giant tree th expedition beyond wall part,0.0,0.0,1.0,0.0
tt0214915,movie,Manichithrathazhu,Manichitrathazhu,0,1993,\N,169,"Comedy,Horror,Mystery",8.8,11347,manichithrathazhu,0.0,0.0,1.0,0.0
tt1450746,videoGame,Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 2,0,2009,\N,\N,"Action,Thriller",8.8,24678,call duty modern warfare,0.0,0.423,0.577,-0.296
tt2085059,tvSeries,Black Mirror,Black Mirror,0,2011,\N,60,"Drama,Mystery,Sci-Fi",8.8,570165,black mirror,0.0,0.0,1.0,0.0
tt5655178,tvEpisode,Stormborn,Stormborn,0,2017,\N,59,"Action,Adventure,Drama",8.8,46121,stormborn,0.0,0.0,1.0,0.0
tt10534500,movie,#Home,#Home,0,2021,\N,158,Drama,8.8,13995,home,0.0,0.0,1.0,0.0
tt2301457,tvEpisode,Madrigal,Madrigal,0,2012,\N,48,"Crime,Drama,Thriller",8.8,25649,madrigal,0.0,0.0,1.0,0.0
tt2948636,tvEpisode,Internment,Internment,0,2013,\N,42,"Drama,Horror,Thriller",8.8,13386,internment,0.0,0.0,1.0,0.0
tt0098936,tvSeries,Twin Peaks,Twin Peaks,0,1990,1991,47,"Crime,Drama,Mystery",8.8,203596,twin peak,0.0,0.0,1.0,0.0
tt0353049,tvSeries,Chappelle's Show,Chappelle's Show,0,2003,2006,22,"Comedy,Music",8.8,67627,chappelle show,0.0,0.0,1.0,0.0
tt0112130,tvMiniSeries,Pride and Prejudice,Pride and Prejudice,0,1995,1995,327,"Drama,Romance",8.8,87592,pride prejudice,0.421,0.579,0.0,-0.2263
tt7911884,tvEpisode,Chapter Four: The Sauna Test,Chapter Four: The Sauna Test,0,2019,\N,52,"Drama,Fantasy,Horror",8.8,20511,chapter four sauna test,0.0,0.0,1.0,0.0
tt8343780,tvEpisode,Much More,Much More,0,2019,\N,59,"Action,Adventure,Drama",8.8,20374,much,0.0,0.0,1.0,0.0
tt6019206,movie,Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,0,2006,\N,247,"Action,Crime,Thriller",8.8,13976,kill bill whole bloody affair,0.0,0.717,0.283,-0.8225
tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama,8.8,2179464,fight club,0.0,0.722,0.278,-0.3818
tt3866846,tvEpisode,The Gift,The Gift,0,2015,\N,59,"Action,Adventure,Drama",8.8,31389,gift,1.0,0.0,0.0,0.4404
tt1910272,tvSeries,Steins;Gate,Steins;Gate,0,2011,2015,24,"Animation,Comedy,Drama",8.8,66176,stein gate,0.0,0.0,1.0,0.0
tt0214341,tvSeries,Dragon Ball Z,Dragon Ball Z,0,1989,1996,24,"Action,Adventure,Animation",8.8,136397,dragon ball z,0.0,0.0,1.0,0.0
tt2189771,tvEpisode,The Empty Hearse,The Empty Hearse,0,2014,\N,88,"Crime,Drama,Mystery",8.8,30945,empty hearse,0.0,0.643,0.357,-0.2023
tt0081834,tvMiniSeries,Das Boot,Das Boot,0,1985,1985,293,"Drama,War",8.8,31485,da boot,0.0,0.0,1.0,0.0
tt7690706,tvEpisode,Speaking Parrot,Speaking Parrot,0,2008,\N,30,"Animation,Drama,History",8.8,9210,speaking parrot,0.0,0.0,1.0,0.0
tt11630814,tvEpisode,Wine and Roses,Wine and Roses,0,2022,\N,60,"Crime,Drama",8.8,17919,wine rose,0.0,0.0,1.0,0.0
tt3745430,tvEpisode,Listen,Listen,0,2014,\N,47,"Adventure,Drama,Sci-Fi",8.8,8298,listen,0.0,0.0,1.0,0.0
tt2461632,tvEpisode,Episode #1.5,Episode #1.5,0,2013,\N,57,"Crime,Drama",8.8,9709,episode,0.0,0.0,1.0,0.0
tt9263550,movie,Rocketry: The Nambi Effect,Rocketry: The Nambi Effect,0,2022,\N,157,"Biography,Drama",8.8,52985,rocketry nambi effect,0.0,0.0,1.0,0.0
tt5218318,tvEpisode,Rest and Ricklaxation,Rest and Ricklaxation,0,2017,\N,22,"Adventure,Animation,Comedy",8.8,13370,rest ricklaxation,0.0,0.0,1.0,0.0
tt7690714,tvEpisode,Pouria's Sword,Pouria's Sword,0,2008,\N,33,"Animation,Drama,History",8.8,8556,pouria sword,0.0,0.0,1.0,0.0
tt7660850,tvSeries,Succession,Succession,0,2018,2023,60,"Comedy,Drama",8.8,183785,succession,1.0,0.0,0.0,0.2023
tt3581920,tvSeries,The Last of Us,The Last of Us,0,2023,\N,50,"Action,Adventure,Drama",8.8,402088,last u,0.0,0.0,1.0,0.0
tt7690702,tvEpisode,Safi,Safi,0,2008,\N,33,"Animation,Drama,History",8.8,10432,safi,0.0,0.0,1.0,0.0
tt0193676,tvSeries,Freaks and Geeks,Freaks and Geeks,0,1999,2000,44,"Comedy,Drama",8.8,146731,freak geek,0.0,1.0,0.0,-0.5719
tt11198342,tvEpisode,We Light the Way,We Light the Way,0,2022,\N,59,"Action,Adventure,Drama",8.8,46021,light way,0.0,0.0,1.0,0.0
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,\N,178,"Action,Adventure,Drama",8.8,1911215,lord ring fellowship ring,0.0,0.0,1.0,0.0
tt0065832,movie,Hercules in New York,Hercules in New York,0,1970,\N,92,"Adventure,Comedy,Fantasy",3.3,18866,hercules new york,0.0,0.0,1.0,0.0
tt0095560,movie,Mac and Me,Mac and Me,0,1988,\N,99,"Adventure,Comedy,Family",3.3,13727,mac,0.0,0.0,1.0,0.0
tt0110978,movie,Texas Chainsaw Massacre: The Next Generation,The Return of the Texas Chainsaw Massacre,0,1995,\N,87,"Comedy,Horror,Thriller",3.3,24308,texas chainsaw massacre next generation,0.0,0.0,1.0,0.0
tt0295427,movie,The Master of Disguise,The Master of Disguise,0,2002,\N,80,"Adventure,Comedy,Family",3.3,26061,master disguise,0.0,0.667,0.333,-0.25
tt0490196,movie,Phat Girlz,Phat Girlz,0,2006,\N,99,Comedy,3.3,9177,phat girlz,0.0,0.0,1.0,0.0
tt0810913,movie,Jack and Jill,Jack and Jill,0,2011,\N,91,Comedy,3.3,87068,jack jill,0.0,0.0,1.0,0.0
tt10886166,movie,365 Days,365 dni,0,2020,\N,114,"Drama,Romance",3.3,92963,day,0.0,0.0,1.0,0.0
tt10930586,movie,Shikara,Shikara,0,2020,\N,118,"Drama,History,Romance",3.3,15341,shikara,0.0,0.0,1.0,0.0
tt1411664,movie,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,0,2011,\N,97,Comedy,3.3,12339,bucky larson born star,0.0,0.0,1.0,0.0
tt5842616,movie,Veere Di Wedding,Veere Di Wedding,0,2018,\N,135,Comedy,3.3,13066,veere di wedding,0.0,0.0,1.0,0.0
tt6439558,movie,Recep Ivedik 5,Recep Ivedik 5,0,2017,\N,114,Comedy,3.3,17127,recep ivedik,0.0,0.0,1.0,0.0
tt7608028,movie,The Open House,The Open House,0,2018,\N,94,"Horror,Thriller",3.3,35583,open house,0.0,0.0,1.0,0.0
tt1487742,tvEpisode,Niagara: Part 1,Niagara: Part 1,0,2009,\N,30,Comedy,9.2,7805,niagara part,0.0,0.0,1.0,0.0
tt8250812,tvEpisode,What Comes After,What Comes After,0,2018,\N,45,"Drama,Horror,Thriller",9.2,16603,come,0.0,0.0,1.0,0.0
tt4719614,tvEpisode,Thank You,Thank You,0,2015,\N,43,"Drama,Horror,Thriller",9.2,17418,thank,1.0,0.0,0.0,0.3612
tt2928456,tvEpisode,"I Can Hear His Heartbeat: The Struggle for Trost, Part 4","I Can Hear His Heartbeat: The Struggle for Trost, Part 4",0,2013,\N,24,"Action,Adventure,Animation",9.2,15117,hear heartbeat struggle trost part,0.0,0.365,0.635,-0.3182
tt0846694,videoGame,God of War II,God of War II,0,2007,\N,\N,"Action,Adventure,Fantasy",9.2,9987,god war ii,0.3,0.557,0.143,-0.4215
tt0252487,movie,The Chaos Class,Hababam Sinifi,0,1975,\N,87,"Comedy,Drama",9.2,41648,chaos class,0.0,0.787,0.213,-0.5719
tt6290024,video,Uno: The Movie,Uno: The Movie,0,2016,\N,164,Comedy,9.2,10398,uno movie,0.0,0.0,1.0,0.0
tt4452400,tvEpisode,JSS,JSS,0,2015,\N,44,"Drama,Horror,Thriller",9.2,16418,j,0.0,0.0,0.0,0.0
tt0071075,tvSeries,The World at War,The World at War,0,1973,1974,52,"Documentary,History,War",9.2,26753,world war,0.0,0.796,0.204,-0.5994
tt8733188,tvEpisode,Friends,Friends,0,2018,\N,24,"Action,Adventure,Animation",9.2,14901,friend,1.0,0.0,0.0,0.4939
tt5807780,videoGame,Spider-Man,Spider-Man,0,2018,\N,\N,"Action,Adventure,Fantasy",9.2,24651,spider-man,0.0,0.0,1.0,0.0
tt10573626,tvEpisode,The Sound of Her Wings,The Sound of Her Wings,0,2022,\N,53,"Drama,Fantasy,Horror",9.2,11317,sound wing,0.0,0.0,1.0,0.0
tt1000256,tvEpisode,The Family of Blood,The Family of Blood,0,2007,\N,45,"Adventure,Drama,Sci-Fi",9.2,9010,family blood,0.0,0.0,1.0,0.0
tt10023452,tvEpisode,The Basement,The Basement,0,2019,\N,24,"Action,Adventure,Animation",9.2,19356,basement,0.0,0.0,1.0,0.0
